1747202464.20806022,0.103773,-0.156651,0.019795
1747202464.54832977,0.107706,-0.155415,0.022701
1747202464.88937423,0.111669,-0.155353,0.024836
1747202464.123750466,0.115524,-0.156271,0.026837
1747202464.158237326,0.117586,-0.158373,0.029092
1747202464.193990313,0.118428,-0.160514,0.030729
1747202464.228101413,0.119020,-0.162070,0.032177
1747202464.262640442,0.121134,-0.163322,0.033897
1747202464.297001141,0.123707,-0.164961,0.035452
1747202464.331735309,0.126261,-0.166648,0.036847
1747202464.366113721,0.128793,-0.168373,0.038082
1747202464.400163318,0.131306,-0.170134,0.039159
1747202464.433992084,0.133800,-0.171927,0.040078
1747202464.467679144,0.136279,-0.173748,0.040841
1747202464.502779096,0.138743,-0.175597,0.041447
1747202464.536852872,0.141194,-0.177471,0.041898
1747202464.572236004,0.143632,-0.179370,0.042193
1747202464.607404995,0.146059,-0.181292,0.042332
1747202464.640907323,0.148474,-0.183238,0.042316
1747202464.675982220,0.150878,-0.185210,0.042142
1747202464.709967050,0.153271,-0.187206,0.041812
1747202464.745244218,0.155651,-0.189230,0.041323
1747202464.779284012,0.158014,-0.191279,0.040676
1747202464.813097934,0.160658,-0.191769,0.040447
1747202464.847440967,0.163577,-0.190433,0.040560
1747202464.881303115,0.166502,-0.189125,0.040505
1747202464.915940722,0.169432,-0.187846,0.040278
1747202464.950040377,0.172366,-0.186598,0.039883
1747202464.984871251,0.175306,-0.185380,0.039316
1747202465.19140172,0.178250,-0.184196,0.038581
1747202465.54214864,0.181199,-0.183046,0.037675
1747202465.88530352,0.184154,-0.181935,0.036598
1747202465.123053144,0.187116,-0.180867,0.035350
1747202465.156949016,0.190075,-0.179834,0.033932
1747202465.190819473,0.193041,-0.178851,0.032345
1747202465.224786112,0.195684,-0.177646,0.030620
1747202465.260230899,0.197454,-0.176012,0.028820
1747202465.294740613,0.198173,-0.174186,0.026936
1747202465.329119892,0.197389,-0.173974,0.025435
1747202465.362907594,0.196697,-0.174065,0.024160
1747202465.396988947,0.196360,-0.174005,0.022954
1747202465.430986370,0.196203,-0.174055,0.021539
1747202465.464755725,0.196208,-0.174157,0.019988
1747202465.498975859,0.196381,-0.174348,0.018328
1747202465.532988889,0.196714,-0.174668,0.016592
1747202465.567644975,0.197415,-0.174640,0.014755
1747202465.602308354,0.201199,-0.170397,0.013261
1747202465.635879735,0.205362,-0.165933,0.012854
1747202465.669930696,0.209517,-0.161660,0.012862
1747202465.704505937,0.213752,-0.157487,0.013013
1747202465.739964558,0.218084,-0.153399,0.013320
1747202465.775329309,0.222512,-0.149396,0.013647
1747202465.808962528,0.227034,-0.145481,0.013957
1747202465.844536507,0.231647,-0.141657,0.014243
1747202465.880407075,0.236348,-0.137925,0.014504
1747202465.917090801,0.241137,-0.134288,0.014739
1747202465.951896244,0.246009,-0.130748,0.014948
1747202465.986667366,0.250963,-0.127307,0.015130
1747202466.21067988,0.255996,-0.123968,0.015284
1747202466.55896466,0.261104,-0.120732,0.015411
1747202466.90374706,0.266287,-0.117601,0.015509
1747202466.125544899,0.271527,-0.114584,0.016411
1747202466.160239709,0.276832,-0.111677,0.016641
1747202466.194089639,0.282008,-0.108994,0.017191
1747202466.228238098,0.287134,-0.106511,0.017818
1747202466.262790267,0.292209,-0.104117,0.018302
1747202466.297244312,0.292429,-0.103362,0.018799
1747202466.333405044,0.290946,-0.103089,0.019250
1747202466.368312228,0.289476,-0.102798,0.019657
1747202466.402405647,0.288017,-0.102488,0.020019
1747202466.436964061,0.286571,-0.102161,0.020336
1747202466.470988275,0.285134,-0.101819,0.020608
1747202466.504943028,0.283708,-0.101460,0.020835
1747202466.540977771,0.282290,-0.101087,0.021018
1747202466.575076430,0.280880,-0.100699,0.021156
1747202466.610208524,0.279478,-0.100296,0.021249
1747202466.645058261,0.278083,-0.099880,0.021298
1747202466.679785636,0.276694,-0.099449,0.021303
1747202466.713922197,0.275312,-0.099005,0.021264
1747202466.748371574,0.273934,-0.098546,0.021180
1747202466.783255693,0.272562,-0.098073,0.021051
1747202466.817576723,0.271195,-0.097585,0.020878
1747202466.851974424,0.271727,-0.097024,0.021478
1747202466.886587961,0.273664,-0.096451,0.022499
1747202466.921425151,0.275622,-0.095912,0.023426
1747202466.957368638,0.277600,-0.095404,0.024259
1747202466.992752936,0.279595,-0.094925,0.024999
1747202467.27369905,0.281606,-0.094474,0.025646
1747202467.61340458,0.283632,-0.094049,0.026200
1747202467.96524374,0.285670,-0.093651,0.026661
1747202467.131711384,0.287721,-0.093277,0.027030
1747202467.167131586,0.289782,-0.092927,0.027306
1747202467.201186298,0.291853,-0.092602,0.027489
1747202467.235827585,0.293932,-0.092300,0.027580
1747202467.270277658,0.296019,-0.092022,0.027577
1747202467.304838614,0.298112,-0.091769,0.027481
1747202467.340672015,0.300211,-0.091541,0.027290
1747202467.375294037,0.302314,-0.091338,0.027005
1747202467.409842931,0.302740,-0.090513,0.027408
1747202467.444417457,0.301808,-0.089235,0.028282
1747202467.478891355,0.300904,-0.087955,0.029094
1747202467.513263505,0.300025,-0.086672,0.029846
1747202467.548562677,0.299170,-0.085389,0.030543
1747202467.582657380,0.298338,-0.084107,0.031185
1747202467.617035933,0.297526,-0.082828,0.031774
1747202467.650889046,0.296734,-0.081552,0.032308
1747202467.684908483,0.295959,-0.080280,0.032791
1747202467.718869120,0.295201,-0.079012,0.033221
1747202467.753752811,0.294458,-0.077750,0.033601
1747202467.788766017,0.293729,-0.076494,0.033929
1747202467.824213280,0.293012,-0.075243,0.034208
1747202467.860161968,0.292307,-0.073998,0.034436
1747202467.892995322,0.291611,-0.072758,0.034616
1747202467.926843382,0.290925,-0.071524,0.034747
1747202467.961832981,0.290246,-0.070295,0.034829
1747202467.996246840,0.289575,-0.069071,0.034863
1747202468.30013269,0.288911,-0.067851,0.034849
1747202468.64181492,0.288252,-0.066635,0.034787
1747202468.97842677,0.287600,-0.065422,0.034678
1747202468.132137465,0.286952,-0.064212,0.034521
1747202468.166625998,0.286310,-0.063005,0.034316
1747202468.201733480,0.285672,-0.061799,0.034053
1747202468.236396378,0.285038,-0.060594,0.033758
1747202468.271623805,0.284409,-0.059388,0.033402
1747202468.306953062,0.283784,-0.058181,0.033006
1747202468.340994528,0.283164,-0.056970,0.032554
1747202468.374963618,0.282651,-0.055897,0.032165
1747202468.408990519,0.283770,-0.057337,0.032928
1747202468.443285483,0.284878,-0.058799,0.033630
1747202468.476933970,0.285977,-0.060278,0.034247
1747202468.511297827,0.287068,-0.061773,0.034798
1747202468.545103087,0.288152,-0.063282,0.035269
1747202468.578952290,0.289229,-0.064807,0.035671
1747202468.612735487,0.290299,-0.066346,0.035996
1747202468.647086177,0.291364,-0.067899,0.036250
1747202468.683185092,0.292423,-0.069466,0.036428
1747202468.717049325,0.293476,-0.071047,0.036533
1747202468.751176652,0.294523,-0.072643,0.036563
1747202468.784923500,0.295565,-0.074253,0.036519
1747202468.818909503,0.296600,-0.075878,0.036398
1747202468.852910254,0.297629,-0.077519,0.036201
1747202468.887182300,0.298649,-0.079174,0.035927
1747202468.921162180,0.299660,-0.080846,0.035574
1747202468.955292519,0.300661,-0.082533,0.035141
1747202468.988958394,0.301619,-0.084108,0.034716
1747202469.23095684,0.302071,-0.082746,0.035460
1747202469.57479158,0.302531,-0.081381,0.036148
1747202469.92021091,0.302997,-0.080037,0.036783
1747202469.125972245,0.303466,-0.078715,0.037364
1747202469.161006869,0.303937,-0.077414,0.037893
1747202469.196155937,0.304407,-0.076133,0.038371
1747202469.230003344,0.304876,-0.074871,0.038798
1747202469.264167402,0.305343,-0.073626,0.039176
1747202469.298466570,0.305805,-0.072398,0.039506
1747202469.331875730,0.306262,-0.071186,0.039787
1747202469.365915482,0.306712,-0.069989,0.040021
1747202469.400522442,0.307156,-0.068806,0.040209
1747202469.435279217,0.307593,-0.067636,0.040350
1747202469.469528555,0.308021,-0.066477,0.040445
1747202469.503157953,0.308441,-0.065330,0.040495
1747202469.537381591,0.308852,-0.064192,0.040500
1747202469.572262070,0.309254,-0.063063,0.040459
1747202469.607031323,0.309646,-0.061941,0.040373
1747202469.641583654,0.310030,-0.060825,0.040241
1747202469.676280143,0.310404,-0.059715,0.040064
1747202469.710100948,0.310770,-0.058608,0.039840
1747202469.744063201,0.311128,-0.057504,0.039565
1747202469.777936429,0.311479,-0.056402,0.039256
1747202469.811947549,0.311823,-0.055300,0.038891
1747202469.845883595,0.312163,-0.054197,0.038486
1747202469.880442715,0.312497,-0.053094,0.038029
1747202469.915530086,0.312829,-0.051989,0.037528
1747202469.949441989,0.312541,-0.052157,0.037587
1747202469.983280187,0.311544,-0.053852,0.038219
1747202470.16962026,0.310530,-0.055552,0.038754
1747202470.50977796,0.309498,-0.057256,0.039215
1747202470.86101934,0.308450,-0.058966,0.039585
1747202470.120115158,0.307386,-0.060682,0.039876
1747202470.154295080,0.306306,-0.062403,0.040078
1747202470.188262019,0.305210,-0.064129,0.040197
1747202470.221951255,0.304099,-0.065861,0.040229
1747202470.256196285,0.302972,-0.067598,0.040174
1747202470.290158656,0.301828,-0.069339,0.040030
1747202470.323781237,0.300667,-0.071082,0.039797
1747202470.358539110,0.299489,-0.072828,0.039473
1747202470.392948331,0.298293,-0.074574,0.039057
1747202470.427311714,0.297076,-0.076320,0.038546
1747202470.462211284,0.297049,-0.078996,0.039058
1747202470.496320540,0.300076,-0.080705,0.041499
1747202470.529915926,0.303073,-0.082447,0.043693
1747202470.563988514,0.306043,-0.084214,0.045618
1747202470.598758016,0.308992,-0.085995,0.047293
1747202470.632858565,0.311922,-0.087783,0.048704
1747202470.667519993,0.314837,-0.089571,0.049864
1747202470.702484502,0.317741,-0.091354,0.050767
1747202470.736622281,0.320636,-0.093129,0.051421
1747202470.770841255,0.323525,-0.094893,0.051825
1747202470.804753280,0.326411,-0.096645,0.051982
1747202470.838658928,0.329294,-0.098384,0.051891
1747202470.872958054,0.332176,-0.100112,0.051553
1747202470.907462704,0.335058,-0.101830,0.050968
1747202470.940942175,0.337941,-0.103541,0.050136
1747202470.975092952,0.340822,-0.105249,0.049055
1747202471.9390915,0.343702,-0.106959,0.047724
1747202471.44006392,0.346577,-0.108676,0.046141
1747202471.77857897,0.349444,-0.110407,0.044304
1747202471.111874872,0.352300,-0.112160,0.042212
1747202471.145853379,0.355045,-0.113709,0.040070
1747202471.180398096,0.356811,-0.112715,0.039470
1747202471.214013520,0.358569,-0.111738,0.038779
1747202471.248011471,0.360320,-0.110779,0.038000
1747202471.281829359,0.359438,-0.110636,0.038690
1747202471.316099141,0.358358,-0.110546,0.039403
1747202471.350108289,0.357283,-0.110460,0.040052
1747202471.384542198,0.356212,-0.110381,0.040658
1747202471.418992298,0.355144,-0.110310,0.041208
1747202471.454163358,0.354078,-0.110248,0.041713
1747202471.489028827,0.353012,-0.110196,0.042165
1747202471.522829813,0.351944,-0.110154,0.042573
1747202471.556964741,0.350875,-0.110124,0.042930
1747202471.590752539,0.349802,-0.110107,0.043243
1747202471.624907350,0.348724,-0.110101,0.043507
1747202471.659330599,0.347640,-0.110109,0.043727
1747202471.693384736,0.346548,-0.110129,0.043905
1747202471.727158547,0.345448,-0.110161,0.044033
1747202471.760963943,0.344338,-0.110207,0.044115
1747202471.795798583,0.343216,-0.110264,0.044151
1747202471.829956401,0.342083,-0.110334,0.044142
1747202471.863861878,0.340936,-0.110415,0.044087
1747202471.897933857,0.339774,-0.110507,0.043987
