1747331047.500423,0.368874,-0.491113,0.008542
1747331047.545649,0.368764,-0.489248,0.008548
1747331047.589494,0.368663,-0.487551,0.008557
1747331047.634913,0.368523,-0.485175,0.008558
1747331047.680398,0.368362,-0.482460,0.008558
1747331047.723675,0.368180,-0.479406,0.008558
1747331047.767407,0.367989,-0.476182,0.008558
1747331047.809619,0.367787,-0.472788,0.008558
1747331047.851341,0.367566,-0.469054,0.008558
1747331047.895535,0.367334,-0.465151,0.008558
1747331047.938923,0.367091,-0.461077,0.008557
1747331047.978789,0.366819,-0.456494,0.008557
1747331048.020945,0.366536,-0.451742,0.008557
1747331048.072021,0.366243,-0.446820,0.008544
1747331048.114897,0.365950,-0.441897,0.008536
1747331048.162377,0.365627,-0.436466,0.008536
1747331048.206636,0.365283,-0.430695,0.008538
1747331048.256552,0.364930,-0.424756,0.008531
1747331048.306678,0.364566,-0.418646,0.008536
1747331048.348049,0.364171,-0.412029,0.008533
1747331048.387782,0.363767,-0.405241,0.008539
1747331048.431869,0.363352,-0.398284,0.008542
1747331048.475031,0.362917,-0.390988,0.008553
1747331048.517180,0.362472,-0.383521,0.008556
1747331048.564039,0.362027,-0.376055,0.008558
1747331048.607519,0.361582,-0.368588,0.008558
1747331048.656260,0.361137,-0.361121,0.008555
1747331048.701031,0.360692,-0.353653,0.008549
1747331048.748322,0.360246,-0.346186,0.008536
1747331048.797315,0.359801,-0.338718,0.008535
1747331048.840788,0.359356,-0.331251,0.008526
1747331048.884874,0.358911,-0.323783,0.008524
1747331048.929557,0.358465,-0.316316,0.008522
1747331048.972838,0.358020,-0.308850,0.008524
1747331049.019719,0.357575,-0.301383,0.008521
1747331049.062560,0.357130,-0.293917,0.008527
1747331049.106988,0.356685,-0.286451,0.008528
1747331049.149141,0.356240,-0.278985,0.008539
1747331049.193674,0.355794,-0.271519,0.008544
1747331049.235825,0.355349,-0.264053,0.008548
1747331049.277037,0.354904,-0.256586,0.008547
1747331049.315806,0.354459,-0.249120,0.008548
1747331049.357725,0.354014,-0.241653,0.008548
1747331049.400133,0.353570,-0.234186,0.008548
1747331049.438396,0.353125,-0.226719,0.008544
1747331049.486679,0.352680,-0.219252,0.008541
1747331049.527647,0.352235,-0.211784,0.008539
1747331049.566946,0.351791,-0.204317,0.008531
1747331049.604886,0.351346,-0.196850,0.008532
1747331049.643598,0.350901,-0.189383,0.008523
1747331049.688385,0.350457,-0.181916,0.008529
1747331049.735365,0.350012,-0.174450,0.008527
1747331049.782707,0.349567,-0.166983,0.008527
1747331049.828833,0.349122,-0.159517,0.008533
1747331049.877553,0.348678,-0.152050,0.008531
1747331049.926717,0.348234,-0.144584,0.008538
1747331049.976195,0.347790,-0.137117,0.008543
1747331050.022700,0.347346,-0.129651,0.008544
1747331050.064865,0.346901,-0.122184,0.008541
1747331050.106050,0.346457,-0.114717,0.008536
1747331050.155135,0.346013,-0.107250,0.008536
1747331050.204298,0.345569,-0.099783,0.008540
1747331050.260281,0.345125,-0.092316,0.008531
1747331050.304056,0.344681,-0.084848,0.008533
1747331050.352065,0.344237,-0.077381,0.008524
1747331050.395716,0.343793,-0.069914,0.008531
1747331050.439423,0.343349,-0.062447,0.008521
1747331050.482724,0.342906,-0.054980,0.008527
1747331050.534350,0.342462,-0.047514,0.008521
1747331050.580799,0.342018,-0.040047,0.008531
1747331050.636818,0.341575,-0.032580,0.008527
1747331050.683447,0.341131,-0.025114,0.008532
1747331050.728595,0.340687,-0.017647,0.008532
1747331050.771070,0.340244,-0.010181,0.008536
1747331050.822835,0.339800,-0.002714,0.008533
1747331050.861238,0.339356,0.004753,0.008541
1747331050.902581,0.338912,0.012220,0.008532
1747331050.946292,0.338469,0.019687,0.008537
1747331050.998508,0.338025,0.027154,0.008531
1747331051.040429,0.337581,0.034621,0.008534
1747331051.094558,0.337137,0.042088,0.008526
1747331051.136775,0.336693,0.049555,0.008532
1747331051.180373,0.336250,0.057022,0.008524
1747331051.225238,0.335806,0.064489,0.008530
1747331051.272021,0.335362,0.071955,0.008526
1747331051.317272,0.334918,0.079422,0.008529
1747331051.374143,0.334474,0.086889,0.008528
1747331051.425050,0.334031,0.094356,0.008532
